Time, Sample Count, IR Count, Red Count, Raw ECG, Raw ECG (mV), Filtered ECG, Filtered ECG (mV)
2023-10-26 13:33:37.129,16927,233428,197190,6433,1.969623775,3308,1.0128269
2023-10-26 13:33:37.159,16928,233444,197181,5053,1.547102275,3215,0.984352625
2023-10-26 13:33:37.159,16929,233411,197188,116,0.0355163,3211,0.983127925
2023-10-26 13:33:37.159,16930,233417,197172,1242,0.38026935,3187,0.975779725
2023-10-26 13:33:37.159,16931,233401,197190,5889,1.803064575,3059,0.936589325
2023-10-26 13:33:37.179,16932,233401,197162,5025,1.538529375,2944,0.9013792
2023-10-26 13:33:37.179,16933,233400,197175,-9,-0.002755575,2928,0.8964804
2023-10-26 13:33:37.179,16934,233397,197166,864,0.2645352,2903,0.888826025
2023-10-26 13:33:37.179,16935,233398,197167,5616,1.7194788,2789,0.853922075
2023-10-26 13:33:37.179,16936,233361,197154,4367,1.337066225,2718,0.83218365
2023-10-26 13:33:37.209,16937,233381,197153,-564,-0.1726827,2790,0.85422825
2023-10-26 13:33:37.209,16938,233383,197134,679,0.207892825,2892,0.8854581
2023-10-26 13:33:37.209,16939,233344,197123,5437,1.664673475,2927,0.896174225
2023-10-26 13:33:37.209,16940,233317,197103,4767,1.459536225,2994,0.91668795
2023-10-26 13:33:37.239,16941,233328,197110,-478,-0.14635165,3168,0.9699624
2023-10-26 13:33:37.239,16942,233318,197098,503,0.154006025,3328,1.0189504
2023-10-26 13:33:37.239,16943,233325,197078,5707,1.747340725,3375,1.033340625
2023-10-26 13:33:37.239,16944,233293,197073,4999,1.530568825,3408,1.0434444
2023-10-26 13:33:37.269,16945,233273,197081,-1,-0.000306175,3503,1.072531025
2023-10-26 13:33:37.269,16946,233260,197043,1051,0.321789925,3554,1.08814595
2023-10-26 13:33:37.269,16947,233238,197037,6125,1.875321875,3469,1.062121075
2023-10-26 13:33:37.269,16948,233231,197043,5580,1.7084565,3364,1.0299727
2023-10-26 13:33:37.269,16949,233212,197032,171,0.052355925,3352,1.0262986
2023-10-26 13:33:37.269,16950,233259,197039,1010,0.30923675,3339,1.022318325
2023-10-26 13:33:37.299,16951,233238,197036,6139,1.879608325,3234,0.99016995
2023-10-26 13:33:37.299,16952,233250,197041,5857,1.793266975,3134,0.95955245
2023-10-26 13:33:37.299,16953,233234,197053,486,0.14880105,3127,0.957409225
2023-10-26 13:33:37.299,16954,233240,197042,1329,0.406906575,3104,0.9503672
2023-10-26 13:33:37.299,16955,233234,197046,6358,1.94666065,2973,0.910258275
2023-10-26 13:33:37.299,16956,233236,197057,6007,1.839193225,2843,0.870455525
2023-10-26 13:33:37.299,16957,233238,197042,884,0.2706587,2819,0.863107325
2023-10-26 13:33:37.329,16958,233259,197047,1654,0.50641345,2807,0.859433225
2023-10-26 13:33:37.329,16959,233252,197026,6532,1.9999351,2715,0.831265125
2023-10-26 13:33:37.329,16960,233238,197022,5764,1.7647927,2637,0.807383475
2023-10-26 13:33:37.329,16961,233242,197036,500,0.1530875,2663,0.815344025
2023-10-26 13:33:37.329,16962,233231,197026,1529,0.468141575,2696,0.8254478
2023-10-26 13:33:37.329,16963,233215,197044,6418,1.96503115,2647,0.810445225
2023-10-26 13:33:37.329,16964,233217,197026,5960,1.824803,2620,0.8021785
2023-10-26 13:33:37.329,16965,233203,197016,444,0.1359417,2714,0.83095895
2023-10-26 13:33:37.329,16966,233218,197012,904,0.2767822,2823,0.864332025
2023-10-26 13:33:37.369,16967,233185,197011,6180,1.8921615,2844,0.8707617
2023-10-26 13:33:37.369,16968,233178,197024,5556,1.7011083,2868,0.8781099
2023-10-26 13:33:37.369,16969,233176,197009,205,0.062765875,2996,0.9173003
2023-10-26 13:33:37.369,16970,233174,197002,712,0.2179966,3125,0.956796875
2023-10-26 13:33:37.369,16971,233144,197004,6027,1.845316725,3150,0.96445125
2023-10-26 13:33:37.369,16972,233150,196978,5631,1.724071425,3164,0.9687377
2023-10-26 13:33:37.369,16973,233153,196993,418,0.12798115,3274,1.00241695
2023-10-26 13:33:37.369,16974,233165,196977,686,0.21003605,3391,1.038239425
2023-10-26 13:33:37.399,16975,233154,196990,5720,1.751321,3411,1.044362925
2023-10-26 13:33:37.399,16976,233171,196974,5626,1.72254055,3419,1.046812325
2023-10-26 13:33:37.399,16977,233154,196983,228,0.0698079,4254,1.30246845
2023-10-26 13:33:37.399,16978,233137,196977,603,0.184623525,4202,1.28654735
2023-10-26 13:33:37.399,16979,233155,196974,6009,1.839805575,4098,1.25470515
2023-10-26 13:33:37.399,16980,233158,196969,6021,1.843479675,4038,1.23633465
2023-10-26 13:33:37.399,16981,233135,196958,676,0.2069743,4027,1.232966725
2023-10-26 13:33:37.429,16982,233138,196977,796,0.2437153,3964,1.2136777
2023-10-26 13:33:37.429,16983,233147,196968,5505,1.685493375,3841,1.176018175
2023-10-26 13:33:37.429,16984,233162,196978,5843,1.788980525,3756,1.1499933
2023-10-26 13:33:37.429,16985,233136,196975,539,0.165028325,3720,1.138971
2023-10-26 13:33:37.429,16986,233117,196970,689,0.210954575,3634,1.11263995
2023-10-26 13:33:37.429,16987,233132,196968,5779,1.769385325,3488,1.0679384
2023-10-26 13:33:37.429,16988,233134,196951,5741,1.757750675,3383,1.035790025
2023-10-26 13:33:37.429,16989,233113,196957,411,0.125837925,3382,1.03548385
2023-10-26 13:33:37.459,16990,233132,196936,911,0.278925425,3392,1.0385456
2023-10-26 13:33:37.459,16991,233110,196964,5799,1.775508825,3301,1.010683675
2023-10-26 13:33:37.459,16992,233122,196953,5778,1.76907915,3201,0.980066175
2023-10-26 13:33:37.459,16993,233104,196953,542,0.16594685,3209,0.982515575
2023-10-26 13:33:37.459,16994,233092,196939,686,0.21003605,3235,0.990476125
2023-10-26 13:33:37.459,16995,233111,196945,5720,1.751321,3168,0.9699624
2023-10-26 13:33:37.459,16996,233104,196918,6052,1.8529711,3097,0.948223975
2023-10-26 13:33:37.489,16997,233091,196908,438,0.13410465,3138,0.96077715
2023-10-26 13:33:37.489,16998,233101,196914,137,0.041945975,3202,0.98037235
2023-10-26 13:33:37.489,16999,233070,196911,5623,1.721622025,3169,0.970268575
2023-10-26 13:33:37.489,17000,233085,196909,5841,1.788368175,3120,0.955266
2023-10-26 13:33:37.489,17001,233077,196913,446,0.13655405,3170,0.97057475
2023-10-26 13:33:37.519,17002,233069,196926,174,0.05327445,3240,0.992007
2023-10-26 13:33:37.519,17003,233085,196918,5284,1.6178287,3214,0.98404645
2023-10-26 13:33:37.519,17004,233113,196915,5753,1.761424775,3168,0.9699624
2023-10-26 13:33:37.519,17005,233107,196927,209,0.063990575,3214,0.98404645
2023-10-26 13:33:37.519,17006,233124,196930,-165,-0.050518875,3271,1.001498425
